"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol","chr","start","end","strand","biotype","description"
"661","ENSG00000138678",118.437919264286,0.966938468278824,0.267158944416947,3.61933780801946,0.000295357865151297,0.00388298165600381,84803,"AGPAT9","4",83535914,83605875,1,"protein_coding","1-acylglycerol-3-phosphate O-acyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28157]"
"695","ENSG00000142864",5439.10755170963,0.386164319152942,0.106764493993502,3.61697325307837,0.000298068090646887,0.00391521355841032,26135,"SERBP1","1",67407810,67430415,-1,"protein_coding","SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]"
"849","ENSG00000157216",1560.71486444342,0.709097543261182,0.196157133037561,3.61494650885523,0.000300409642131421,0.00393913768838127,23648,"SSBP3","1",54225432,54413479,-1,"protein_coding","single stranded DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15674]"
"1272","ENSG00000189339",3069.88080321814,-0.45000476400918,0.124482394991641,-3.61500727905658,0.000300339182882314,0.00393913768838127,728661,"SLC35E2B","1",1659529,1692728,-1,"protein_coding","solute carrier family 35, member E2B [Source:HGNC Symbol;Acc:HGNC:33941]"
"993","ENSG00000166681",2977.32793520861,0.407423248130972,0.112723369472078,3.61436364117815,0.000301086227501256,0.00394459421756619,27018,"NGFRAP1","X",103376340,103378077,1,"protein_coding","nerve growth factor receptor (TNFRSF16) associated protein 1 [Source:HGNC Symbol;Acc:HGNC:13388]"
"534","ENSG00000130479",653.804812511329,0.493902317040699,0.136677999407531,3.61361974261882,0.000301951808460292,0.00395251524557573,55201,"MAP1S","19",17719242,17734516,1,"protein_coding","microtubule-associated protein 1S [Source:HGNC Symbol;Acc:HGNC:15715]"
"1243","ENSG00000186469",396.463587633837,-1.1966578371745,0.331640416644385,-3.6082991611293,0.000308210972554928,0.00403096302188634,54331,"GNG2","14",51826195,51979342,1,"protein_coding","guanine nucleotide binding protein (G protein), gamma 2 [Source:HGNC Symbol;Acc:HGNC:4404]"
"181","ENSG00000091592",1551.91364572056,-0.543278039700619,0.150616074078903,-3.60703891017644,0.000309711231399285,0.00404708938700791,22861,"NLRP1","17",5499427,5619424,-1,"protein_coding","NLR family, pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14374]"
"160","ENSG00000087086",187654.439105845,-0.62611754625879,0.173702677726331,-3.60453594875055,0.000312711165035405,0.00408276775384587,2512,"FTL","19",48965301,48966878,1,"protein_coding","ferritin, light polypeptide [Source:HGNC Symbol;Acc:HGNC:3999]"
"646","ENSG00000138032",832.523955346155,0.630149548756712,0.174847699729851,3.60399107183181,0.00031336782496981,0.00408781714829266,5495,"PPM1B","2",44167969,44244384,1,"protein_coding","protein phosphatase, Mg2+/Mn2+ dependent, 1B [Source:HGNC Symbol;Acc:HGNC:9276]"
"354","ENSG00000111206",196.706625853282,-0.664058696599863,0.184290634641521,-3.60332307657185,0.000314174622764453,0.00409481468310468,2305,"FOXM1","12",2857681,2877155,-1,"protein_coding","forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818]"
"606","ENSG00000135776",309.204225765255,0.510371643977667,0.141682150728924,3.60222964820845,0.000315499452317736,0.00410854617829073,23456,"ABCB10","1",229516582,229558695,-1,"protein_coding","ATP-binding cassette, sub-family B (MDR/TAP), member 10 [Source:HGNC Symbol;Acc:HGNC:41]"
"90","ENSG00000068885",1569.40245733923,-0.529239109888749,0.146936376017996,-3.60182498188147,0.000315991082347894,0.00411141318054884,57560,"IFT80","3",160256986,160399880,-1,"protein_coding","intraflagellar transport 80 [Source:HGNC Symbol;Acc:HGNC:29262]"
"975","ENSG00000165895",111.361779951219,-1.17038783940262,0.325066855548968,-3.60045270510919,0.000317663609284316,0.00412962692069611,143872,"ARHGAP42","11",100687653,100991937,1,"protein_coding","Rho GTPase activating protein 42 [Source:HGNC Symbol;Acc:HGNC:26545]"
"785","ENSG00000150594",41.0464409219018,-2.34817023182502,0.652537640751953,-3.59852073685603,0.000320032336478624,0.00415663653835442,150,"ADRA2A","10",111077163,111080907,1,"protein_coding","adrenoceptor alpha 2A [Source:HGNC Symbol;Acc:HGNC:281]"
"1213","ENSG00000183963",1496.10964349308,-0.708472714248802,0.196890337385456,-3.59831124095141,0.000320290184236356,0.00415663653835442,6525,"SMTN","22",31064105,31104757,1,"protein_coding","smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]"
"1438","ENSG00000278211",405.105035566674,-0.589773624775563,0.16393292263286,-3.59765210857862,0.000321102713930447,0.00416361352951766,140691,"TRIM69","CHR_HSCHR15_3_CTG8",44729020,44767863,1,"protein_coding","tripartite motif containing 69 [Source:HGNC Symbol;Acc:HGNC:17857]"
"1352","ENSG00000205581",1977.01146961424,-0.57559694576043,0.160006611978973,-3.59733225172014,0.00032149770476564,0.00416516915198941,3150,"HMGN1","21",39342315,39349647,-1,"protein_coding","high mobility group nucleosome binding domain 1 [Source:HGNC Symbol;Acc:HGNC:4984]"
"669","ENSG00000139354",130.463501430076,-1.01334832484221,0.281795365355288,-3.59604326197692,0.000323094090422218,0.00418227350379871,283431,"GAS2L3","12",100573683,100628286,1,"protein_coding","growth arrest-specific 2 like 3 [Source:HGNC Symbol;Acc:HGNC:27475]"
"893","ENSG00000162341",427.362474756342,0.599468884145423,0.166727417345375,3.59550272948586,0.00032376573352433,0.00418738858601707,219931,"TPCN2","11",69048897,69090604,1,"protein_coding","two pore segment channel 2 [Source:HGNC Symbol;Acc:HGNC:20820]"
"399","ENSG00000115091",3671.45663570669,0.525735979045747,0.146235221074233,3.59513922284749,0.000324218146348296,0.00418966196795644,10096,"ACTR3","2",113889960,113962596,1,"protein_coding","ARP3 actin-related protein 3 homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:170]"
"1017","ENSG00000167995",361.993602048296,-0.818412506701868,0.227664705703054,-3.59481503368966,0.000324622124528889,0.00419093563133094,7439,"BEST1","11",61949821,61965515,1,"protein_coding","bestrophin 1 [Source:HGNC Symbol;Acc:HGNC:12703]"
"1062","ENSG00000170542",192.389543632778,0.700333958409132,0.19482857779105,3.59461618182229,0.000324870150622815,0.00419093563133094,5272,"SERPINB9","6",2887266,2903280,-1,"protein_coding","serpin peptidase inhibitor, clade B (ovalbumin), member 9 [Source:HGNC Symbol;Acc:HGNC:8955]"
"897","ENSG00000162458",1748.75758124992,0.406878087180497,0.113243922672171,3.5929352991274,0.000326973797321061,0.00421448354078933,54751,"FBLIM1","1",15756607,15786594,1,"protein_coding","filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]"
"148","ENSG00000083720",940.854950959287,0.699214229000679,0.194758350003494,3.59016303531087,0.000330471195362231,0.00425594069197363,5019,"OXCT1","5",41730065,41870519,-1,"protein_coding","3-oxoacid CoA transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527]"
"127","ENSG00000077235",2384.05255506605,-0.334538115118174,0.0931973381304747,-3.5895672755141,0.000331227342319636,0.00426205446000925,2975,"GTF3C1","16",27459555,27549913,-1,"protein_coding","general transcription factor IIIC, polypeptide 1, alpha 220kDa [Source:HGNC Symbol;Acc:HGNC:4664]"
"931","ENSG00000163818",474.621446786385,-0.533337109834671,0.148719105983145,-3.58620438382083,0.000335526023977304,0.00431370257481857,54585,"LZTFL1","3",45823316,45916042,-1,"protein_coding","leucine zipper transcription factor-like 1 [Source:HGNC Symbol;Acc:HGNC:6741]"
"730","ENSG00000145604",624.129992774486,0.887486568321643,0.247503219790569,3.58575766841583,0.000336100958280585,0.00431742918843041,6502,"SKP2","5",36151989,36184319,1,"protein_coding","S-phase kinase-associated protein 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:10901]"
"1161","ENSG00000178209",20697.1956477089,0.883660633211075,0.246792895155847,3.58057565900774,0.000342838050433758,0.00440023921510107,5339,"PLEC","8",143915147,143976734,-1,"protein_coding","plectin [Source:HGNC Symbol;Acc:HGNC:9069]"
"1197","ENSG00000182836",26.8990678019036,2.73994333025418,0.76531954830005,3.5801298115803,0.00034342355733636,0.00440402182545231,345557,"PLCXD3","5",41306954,41510628,-1,"protein_coding","phosphatidylinositol-specific phospholipase C, X domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31822]"
"957","ENSG00000164850",99.0199425953336,-0.789835686690592,0.220636059084632,-3.57981233877834,0.000343841046954795,0.0044056452251526,2852,"GPER1","7",1082208,1093815,1,"protein_coding","G protein-coupled estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:4485]"
"1393","ENSG00000237172",882.266208513204,-0.514873558116819,0.143845064929614,-3.5793619917983,0.000344434086000752,0.00440951329880084,84752,"B3GNT9","16",67148105,67151214,-1,"protein_coding","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28714]"
"430","ENSG00000117868",5021.73142995021,0.503198331587632,0.140734351688192,3.57551888044014,0.000349533947783129,0.00446983714588634,57488,"ESYT2","7",158730995,158830253,-1,"protein_coding","extended synaptotagmin-like protein 2 [Source:HGNC Symbol;Acc:HGNC:22211]"
"1398","ENSG00000241878",533.915029571366,0.50080045809158,0.140069647783476,3.57536744053026,0.000349736349810189,0.00446983714588634,23761,"PISD","22",31618491,31662432,-1,"protein_coding","phosphatidylserine decarboxylase [Source:HGNC Symbol;Acc:HGNC:8999]"
"917","ENSG00000163328",240.573977595713,-0.73592230266943,0.205944861360047,-3.57339482912778,0.000352382812295716,0.00449986314689597,151556,"GPR155","2",174431571,174487094,-1,"protein_coding","G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]"
"47","ENSG00000048707",3383.37452775026,0.89078203384773,0.249351651175288,3.57239276198549,0.000353734351899837,0.00451331656236145,55187,"VPS13D","1",12230067,12512047,1,"protein_coding","vacuolar protein sorting 13 homolog D (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:23595]"
"1098","ENSG00000172354",2613.88987579479,0.441979621286182,0.123780085224717,3.57068441570216,0.000356049670325323,0.00453903388642847,2783,"GNB2","7",100673531,100679174,1,"protein_coding","guanine nucleotide binding protein (G protein), beta polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:4398]"
"164","ENSG00000088325",259.098901124438,-0.815656068690749,0.228500227773652,-3.56960724563794,0.000357516834139874,0.0045539045021433,22974,"TPX2","20",31739271,31801805,1,"protein_coding","TPX2, microtubule-associated [Source:HGNC Symbol;Acc:HGNC:1249]"
"1155","ENSG00000177628",2610.06244968449,-0.319014789835344,0.0894474571625872,-3.56650485050096,0.00036177411681816,0.00460425966320255,2629,"GBA","1",155234452,155244699,-1,"protein_coding","glucosidase, beta, acid [Source:HGNC Symbol;Acc:HGNC:4177]"
"167","ENSG00000088826",262.303750921952,-0.803300735175255,0.225327128156779,-3.5650422643133,0.000363797560128427,0.00462612430574729,54498,"SMOX","20",4120980,4187747,1,"protein_coding","spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862]"
"1203","ENSG00000183287",6626.51568350877,0.521502631911706,0.146333220630451,3.56380205167974,0.000365521642343891,0.00464414871920992,147372,"CCBE1","18",59430940,59697380,-1,"protein_coding","collagen and calcium binding EGF domains 1 [Source:HGNC Symbol;Acc:HGNC:29426]"
"54","ENSG00000051620",1213.82298914253,0.505655437172927,0.14190657538364,3.56329814743189,0.000366224325199265,0.00464917636642319,23593,"HEBP2","6",138403531,138422197,1,"protein_coding","heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]"
"1139","ENSG00000175946",43.8033956196512,1.00399818132612,0.281793247185057,3.56288942817277,0.000366795202241998,0.0046525237336307,340359,"KLHL38","8",123645527,123652950,-1,"protein_coding","kelch-like family member 38 [Source:HGNC Symbol;Acc:HGNC:34435]"
"1073","ENSG00000170921",2222.13507360992,0.876488277851066,0.246125122012232,3.56114918576863,0.000369235204697886,0.004679554121464,26115,"TANC2","17",63009556,63427699,1,"protein_coding","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:HGNC Symbol;Acc:HGNC:30212]"
"871","ENSG00000159216",3484.73176765636,0.424395410969959,0.119207445712374,3.56014180518513,0.000370654584089869,0.00469361511374671,100506403,"RUNX1","21",34787801,36004667,-1,"protein_coding","runt-related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]"
"872","ENSG00000159216",3484.73176765636,0.424395410969959,0.119207445712374,3.56014180518513,0.000370654584089869,0.00469361511374671,861,"RUNX1","21",34787801,36004667,-1,"protein_coding","runt-related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]"
"890","ENSG00000161921",174.532093289407,-0.942161092770194,0.264660658661173,-3.55988342784403,0.000371019453723902,0.00469431046503634,58191,"CXCL16","17",4733526,4739922,-1,"protein_coding","chemokine (C-X-C motif) ligand 16 [Source:HGNC Symbol;Acc:HGNC:16642]"
"1093","ENSG00000172260",1416.17240606519,1.32340844240192,0.371883249691951,3.55866644571426,0.000372742544668171,0.00471217515776248,257194,"NEGR1","1",71395940,72282734,-1,"protein_coding","neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302]"
"711","ENSG00000143786",82.9595713890804,-0.878782005114188,0.247059803684008,-3.55696067110196,0.000375170297349997,0.00473496179447142,149111,"CNIH3","1",224434660,224740549,1,"protein_coding","cornichon family AMPA receptor auxiliary protein 3 [Source:HGNC Symbol;Acc:HGNC:26802]"
"1094","ENSG00000172296",199.119646417046,-0.733015303629303,0.206071887150373,-3.55708541211355,0.000374992259324245,0.00473496179447142,55304,"SPTLC3","20",13008979,13169103,1,"protein_coding","serine palmitoyltransferase, long chain base subunit 3 [Source:HGNC Symbol;Acc:HGNC:16253]"
"202","ENSG00000099365",89.8519670138821,-0.930094971904749,0.26162695341476,-3.55504262754709,0.000377917814175132,0.0047656663577705,112755,"STX1B","16",30989256,31010628,-1,"protein_coding","syntaxin 1B [Source:HGNC Symbol;Acc:HGNC:18539]"
"1085","ENSG00000171617",761.328627866691,-1.13334087557062,0.319131761921819,-3.55132584969171,0.000383295556403884,0.00482946023439004,8507,"ENC1","5",74627406,74641424,-1,"protein_coding","ectodermal-neural cortex 1 (with BTB domain) [Source:HGNC Symbol;Acc:HGNC:3345]"
"359","ENSG00000111684",957.276086712647,0.488001822302187,0.13743735404943,3.55072189564035,0.000384176133031733,0.00483653161659651,10162,"LPCAT3","12",6976186,7018510,-1,"protein_coding","lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]"
"803","ENSG00000152601",6267.90309599415,0.754258376554388,0.212541496751227,3.54875818644123,0.000387052343862498,0.00486869414268899,4154,"MBNL1","3",152243828,152465780,1,"protein_coding","muscleblind-like splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:6923]"
"1220","ENSG00000184743",3645.56609321059,0.727685478086466,0.205183466682806,3.54651127525492,0.000390368037151414,0.00490632690677026,25923,"ATL3","11",63624087,63671921,-1,"protein_coding","atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]"
"758","ENSG00000147576",285.165410380658,1.2164865868303,0.343378591828572,3.54269781453823,0.000396056257011711,0.00497369155260561,137872,"ADHFE1","8",66430185,66471601,1,"protein_coding","alcohol dehydrogenase, iron containing, 1 [Source:HGNC Symbol;Acc:HGNC:16354]"
"673","ENSG00000139946",393.118425709642,-0.716718720217606,0.202357931913736,-3.54183655387,0.000397351602973302,0.00498582438030709,57161,"PELI2","14",56117814,56301526,1,"protein_coding","pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828]"
"1270","ENSG00000189241",1842.59388965075,-0.264746119855768,0.0747779381398263,-3.54043086024547,0.000399474287926434,0.00500830967768695,7259,"TSPYL1","6",116276578,116279903,-1,"protein_coding","TSPY-like 1 [Source:HGNC Symbol;Acc:HGNC:12382]"
"358","ENSG00000111450",1126.89662060933,0.623359622792631,0.176088471463878,3.54003653737493,0.000400071640026604,0.00501165011431176,2054,"STX2","12",130789600,130839266,-1,"protein_coding","syntaxin 2 [Source:HGNC Symbol;Acc:HGNC:3403]"
"942","ENSG00000164172",963.854427768746,-0.442590834842732,0.125052473220571,-3.53924095577126,0.000401279392469837,0.00502262512310387,4338,"MOCS2","5",53095679,53110063,-1,"protein_coding","molybdenum cofactor synthesis 2 [Source:HGNC Symbol;Acc:HGNC:7193]"
"622","ENSG00000136546",5044.42099175424,1.39633224030776,0.394562873384167,3.53893469076656,0.000401745233023738,0.00502430351291868,6332,"SCN7A","2",166403573,166494247,-1,"protein_coding","sodium channel, voltage gated, type VII alpha subunit [Source:HGNC Symbol;Acc:HGNC:10594]"
"867","ENSG00000158985",391.216749659149,0.547238422748434,0.154690686865258,3.53763005283634,0.000403735301853919,0.00504502569849638,56990,"CDC42SE2","5",131245493,131398447,1,"protein_coding","CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]"
"698","ENSG00000143106",1049.29398745129,0.440030012685023,0.124395751304597,3.5373395640142,0.000404179659469811,0.00504641462709834,5686,"PSMA5","1",109399031,109426427,-1,"protein_coding","proteasome (prosome, macropain) subunit, alpha type, 5 [Source:HGNC Symbol;Acc:HGNC:9534]"
"1347","ENSG00000204406",614.236734066002,-0.518717864126576,0.146684281623142,-3.53628799477817,0.000405792056903358,0.00506237290098958,55777,"MBD5","2",148021011,148516971,1,"protein_coding","methyl-CpG binding domain protein 5 [Source:HGNC Symbol;Acc:HGNC:20444]"
"243","ENSG00000101843",620.74518023219,-0.429628728055485,0.121545313059519,-3.53472065060298,0.000408206460441242,0.00508830192870996,5716,"PSMD10","X",108084207,108091618,-1,"protein_coding","proteasome (prosome, macropain) 26S subunit, non-ATPase, 10 [Source:HGNC Symbol;Acc:HGNC:9555]"
"875","ENSG00000159792",1123.48520205676,0.318627073214581,0.0901494916521559,3.53443006028266,0.000408655570032459,0.00508971102643223,5681,"PSKH1","16",67893272,67929678,1,"protein_coding","protein serine kinase H1 [Source:HGNC Symbol;Acc:HGNC:9529]"
"168","ENSG00000088854",1564.56322164098,0.329875163706995,0.0933532696423674,3.53362196065262,0.000409906921816308,0.00510110134010517,25943,"C20orf194","20",3249305,3407625,-1,"protein_coding","chromosome 20 open reading frame 194 [Source:HGNC Symbol;Acc:HGNC:17721]"
"8","ENSG00000007866",1620.52184915199,0.553934405005576,0.156823157334606,3.532223266132,0.000412081279020277,0.00512394989389335,7005,"TEAD3","6",35473597,35497076,-1,"protein_coding","TEA domain family member 3 [Source:HGNC Symbol;Acc:HGNC:11716]"
"601","ENSG00000135503",748.574909316066,0.377752726058098,0.106989726902352,3.53073829605031,0.000414401543900715,0.00514857373451708,91,"ACVR1B","12",51951667,51997078,1,"protein_coding","activin A receptor, type IB [Source:HGNC Symbol;Acc:HGNC:172]"
"1405","ENSG00000244274",339.865706254131,0.861662317712958,0.244233333348565,3.52802914286565,0.000418666060436798,0.00519729302075025,55861,"DBNDD2","20",45406057,45410610,1,"protein_coding","dysbindin (dystrobrevin binding protein 1) domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15881]"
"319","ENSG00000107821",477.12701719012,-1.10906101597832,0.314424098584244,-3.52727739690466,0.000419856638039294,0.00520780408116717,81621,"KAZALD1","10",101061841,101068131,1,"protein_coding","Kazal-type serine peptidase inhibitor domain 1 [Source:HGNC Symbol;Acc:HGNC:25460]"
"1338","ENSG00000198890",209.705042925793,-0.521305817490409,0.147839099671486,-3.52617013123594,0.000421616029294235,0.00522534759710408,55170,"PRMT6","1",107056679,107059294,1,"protein_coding","protein arginine methyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18241]"
"537","ENSG00000130635",9398.83228781876,-0.532839298156559,0.151140738777,-3.52545119514558,0.000422762067486297,0.0052352669763532,1289,"COL5A1","9",134641774,134844843,1,"protein_coding","collagen, type V, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2209]"
"46","ENSG00000046653",1108.59812915392,2.71782056058993,0.771533583528744,3.52262120355086,0.000427301608511847,0.00528715920009144,2824,"GPM6B","X",13771031,13938638,-1,"protein_coding","glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]"
"183","ENSG00000092841",12461.7673228204,0.616389015493863,0.175028664625333,3.52164610758648,0.000428876257285448,0.00528935742393169,4637,"MYL6","12",56158161,56163496,1,"protein_coding","myosin, light chain 6, alkali, smooth muscle and non-muscle [Source:HGNC Symbol;Acc:HGNC:7587]"
"248","ENSG00000102221",228.869886727572,-0.763346721413913,0.216724238509893,-3.52220280787405,0.000427976598879457,0.00528935742393169,9767,"JADE3","X",46912276,47061242,1,"protein_coding","jade family PHD finger 3 [Source:HGNC Symbol;Acc:HGNC:22982]"
"543","ENSG00000131323",600.844116648105,-0.456564747294332,0.129642811407069,-3.52171279177794,0.000428768398937776,0.00528935742393169,7187,"TRAF3","14",102777476,102911500,1,"protein_coding","TNF receptor-associated factor 3 [Source:HGNC Symbol;Acc:HGNC:12033]"
"1403","ENSG00000243364",78.5511692230813,-0.875465146217605,0.248590649268278,-3.52171390514696,0.000428766598333996,0.00528935742393169,1945,"EFNA4","1",155063731,155069553,1,"protein_coding","ephrin-A4 [Source:HGNC Symbol;Acc:HGNC:3224]"
"294","ENSG00000105855",1880.37894439014,-0.4997027788235,0.141920546353286,-3.52100377051522,0.000429916503447236,0.00529787261571065,3696,"ITGB8","7",20330702,20415754,1,"protein_coding","integrin, beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]"
"925","ENSG00000163660",1762.50336519408,0.436118258657069,0.123912532599399,3.51956537009061,0.000432254501103107,0.0053223531863468,57018,"CCNL1","3",157146508,157160760,-1,"protein_coding","cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569]"
"397","ENSG00000114861",1748.62156231814,-0.381224596793698,0.108364281929987,-3.51799126062593,0.000434826682620302,0.00534533288010103,27086,"FOXP1","3",70954693,71583989,-1,"protein_coding","forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]"
"1383","ENSG00000221994",28.0831792554951,-1.22018479996301,0.346825920895654,-3.51814765405069,0.000434570489286238,0.00534533288010103,57232,"ZNF630","X",47983356,48071658,-1,"protein_coding","zinc finger protein 630 [Source:HGNC Symbol;Acc:HGNC:28855]"
"1089","ENSG00000171824",1545.48230291835,0.618398477642096,0.17579735693886,3.51767790147817,0.000435340431133984,0.00534584502542205,5394,"EXOSC10","1",11066618,11099881,-1,"protein_coding","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]"
"1256","ENSG00000187987",56.617284146762,-0.957759585825106,0.272281437260027,-3.5175353687826,0.000435574299199129,0.00534584502542205,222696,"ZSCAN23","6",28431930,28443502,-1,"protein_coding","zinc finger and SCAN domain containing 23 [Source:HGNC Symbol;Acc:HGNC:21193]"
"345","ENSG00000109919",1250.06788720961,0.32814150586787,0.0933781486710761,3.51411449614134,0.000441222588184674,0.00541078226563311,23788,"MTCH2","11",47617315,47642623,-1,"protein_coding","mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]"
"746","ENSG00000146535",2962.45859163879,0.385709211224491,0.109824196648709,3.5120603928317,0.000444646944890762,0.00544473396411623,2768,"GNA12","7",2728112,2844324,-1,"protein_coding","guanine nucleotide binding protein (G protein) alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380]"
"868","ENSG00000159023",386.749704769812,-0.816488996977623,0.232483982051845,-3.51202259085335,0.00044471019568252,0.00544473396411623,2035,"EPB41","1",28887091,29120046,1,"protein_coding","erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]"
"1299","ENSG00000197006",1822.2721188461,-0.27221455644316,0.0776372627097316,-3.50623588393257,0.000454492245810573,0.0055600040895001,51108,"METTL9","16",21597218,21657473,1,"protein_coding","methyltransferase like 9 [Source:HGNC Symbol;Acc:HGNC:24586]"
"585","ENSG00000134444",643.332528616576,0.350645485239312,0.100017041286503,3.50585740918764,0.000455138977685846,0.00556342196695088,57614,"KIAA1468","18",62187258,62307829,1,"protein_coding","KIAA1468 [Source:HGNC Symbol;Acc:HGNC:29289]"
"203","ENSG00000099840",39.8817535498606,1.17405707460455,0.334961713843331,3.50504856550168,0.00045652399731383,0.00557585156396609,113177,"IZUMO4","19",2096429,2099593,1,"protein_coding","IZUMO family member 4 [Source:HGNC Symbol;Acc:HGNC:26950]"
"618","ENSG00000136270",575.08033632519,0.510722480794958,0.145764442244254,3.50375216981349,0.0004587520804022,0.00559854976445715,9238,"TBRG4","7",45100100,45112047,-1,"protein_coding","transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:HGNC:17443]"
"556","ENSG00000132256",546.322160338758,-0.578633438887846,0.165179681904609,-3.50305456588786,0.000459955230016509,0.00560871333220614,85363,"TRIM5","11",5663557,5938619,-1,"protein_coding","tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]"
"196","ENSG00000096968",708.610929724162,0.671549287549627,0.191957538692903,3.49842622552054,0.000468012547358022,0.00570237331435015,3717,"JAK2","9",4985033,5128183,1,"protein_coding","Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]"
"314","ENSG00000107438",2895.01569945324,0.748489145186807,0.213986965846265,3.49782587096705,0.000469067278923857,0.00571063017628764,9124,"PDLIM1","10",95237572,95291024,-1,"protein_coding","PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:HGNC:2067]"
"434","ENSG00000118680",5800.4251385365,0.506143925977204,0.144747373872718,3.49673995759175,0.000470980698586147,0.00572642603880318,103910,"MYL12B","18",3261909,3278284,1,"protein_coding","myosin, light chain 12B, regulatory [Source:HGNC Symbol;Acc:HGNC:29827]"
"1384","ENSG00000223519",48.5413058221818,-0.949682807546906,0.271597085781716,-3.49666052127736,0.000471120953737125,0.00572642603880318,NA,"KIF28P","1",246771837,246830059,-1,"unitary_pseudogene","kinesin family member 28, pseudogene [Source:HGNC Symbol;Acc:HGNC:49205]"
"1386","ENSG00000223953",479.552154656347,0.553692840569437,0.158427687680798,3.49492471091936,0.000474195498043122,0.00575917467350688,114902,"C1QTNF5","11",119338942,119340883,-1,"protein_coding","C1q and tumor necrosis factor related protein 5 [Source:HGNC Symbol;Acc:HGNC:14344]"
"88","ENSG00000068784",277.284228387818,-0.58017315024974,0.166024793962529,-3.49449703506743,0.000474955885049228,0.00576378756335782,55133,"SRBD1","2",45388680,45612165,-1,"protein_coding","S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521]"
"558","ENSG00000132334",76.2036139387389,1.26695486513993,0.362606810716945,3.49401839042931,0.000475808240802977,0.00576489264556887,5791,"PTPRE","10",127907061,128085855,1,"protein_coding","protein tyrosine phosphatase, receptor type, E [Source:HGNC Symbol;Acc:HGNC:9669]"
"633","ENSG00000137193",759.575218281802,-0.84919572954175,0.243030653303265,-3.49419185604577,0.000475499173816546,0.00576489264556887,5292,"PIM1","6",37170203,37175426,1,"protein_coding","Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]"
"39","ENSG00000034533",123.555150794096,-0.677034347749109,0.193882441633318,-3.49198381269386,0.000479447302259874,0.00579970398780015,28990,"ASTE1","3",131013875,131027649,-1,"protein_coding","asteroid homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:25021]"
"447","ENSG00000120688",401.2637113406,0.40060549159373,0.114721241865767,3.49199054227873,0.000479435222997122,0.00579970398780015,11193,"WBP4","13",41061274,41084006,1,"protein_coding","WW domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:12739]"
"991","ENSG00000166579",1396.71328445403,0.391370392875402,0.112083894823486,3.49176296462348,0.000479843870871239,0.00579986865470464,81565,"NDEL1","17",8413131,8490411,1,"protein_coding","nudE neurodevelopment protein 1-like 1 [Source:HGNC Symbol;Acc:HGNC:17620]"
